Date;Symbol;Open;High;Low;Close;Volume
11.05.2016 07:00;BTCUSD;453.01;453.02;453.01;453.02;0.75
11.05.2016 08:00;ETHUSD;9.95;9.95;9.95;9.95;0
11.05.2016 08:00;BTCUSD;453.02;453.02;453.02;453.02;0.5
11.05.2016 09:00;ETHUSD;9.95;9.95;9.95;9.95;0
11.05.2016 09:00;BTCUSD;453.02;453.02;453.02;453.02;0
11.05.2016 10:00;ETHUSD;9.95;9.95;9.95;9.95;0
11.05.2016 10:00;BTCUSD;453.02;453.02;453.02;453.02;0.880755
11.05.2016 11:00;ETHUSD;9.95;9.95;9.69;9.69;3.99002493
11.05.2016 11:00;BTCUSD;453.02;453.84;453.01;453.83;125.6526506
11.05.2016 12:00;ETHUSD;9.69;9.8;9.69;9.79;206.5521321
11.05.2016 12:00;BTCUSD;453.83;453.84;453.83;453.84;43.95308546
11.05.2016 13:00;ETHUSD;9.79;9.89;9.79;9.89;4
11.05.2016 13:00;BTCUSD;453.84;453.84;453.83;453.84;31.75883008
11.05.2016 14:00;ETHUSD;9.89;9.89;9.73;9.79;162.594484
11.05.2016 14:00;BTCUSD;453.84;453.84;453.84;453.84;31.09856833
11.05.2016 15:00;ETHUSD;9.79;9.95;9.79;9.95;42.60705021
11.05.2016 15:00;BTCUSD;453.84;454.05;453.84;453.99;73.52628424
11.05.2016 16:00;ETHUSD;9.95;9.97;9.92;9.97;74.27006079
11.05.2016 16:00;BTCUSD;453.99;453.99;453.98;453.99;324.4407887
11.05.2016 17:00;ETHUSD;9.97;10.45;9.97;9.97;1188.035235
11.05.2016 17:00;BTCUSD;453.99;453.99;453.96;453.97;284.4053711
11.05.2016 18:00;ETHUSD;9.97;10.47;9.97;9.97;1009.876749
11.05.2016 18:00;BTCUSD;453.97;453.97;453.04;453.04;88.72923238
11.05.2016 19:00;ETHUSD;9.97;9.97;9.97;9.97;0
11.05.2016 19:00;BTCUSD;453.04;453.04;453.03;453.04;55.18627885
11.05.2016 20:00;ETHUSD;9.97;10.46;9.97;10.46;47.78194237
11.05.2016 20:00;BTCUSD;453.04;453.3;452.67;452.67;129.393893
11.05.2016 21:00;ETHUSD;10.46;10.46;9.9;9.9;144.137439
11.05.2016 21:00;BTCUSD;452.67;452.67;452.17;452.17;11.3293565
11.05.2016 22:00;ETHUSD;9.9;9.9;9.9;9.9;0
11.05.2016 22:00;BTCUSD;452.17;452.17;452.17;452.17;11.48879804
11.05.2016 23:00;ETHUSD;9.9;10.43;9.9;10.43;6
11.05.2016 23:00;BTCUSD;452.17;452.48;451.8;452.48;33.55740805
12.05.2016 00:00;ETHUSD;10.43;10.43;10.43;10.43;47.62781445
12.05.2016 00:00;BTCUSD;452.48;452.48;452.48;452.48;17.3969039
12.05.2016 01:00;ETHUSD;10.43;10.43;10.43;10.43;10
12.05.2016 01:00;BTCUSD;452.48;452.99;452.48;452.99;12.39733059
12.05.2016 02:00;ETHUSD;10.43;10.45;10.43;10.45;95.66568
12.05.2016 02:00;BTCUSD;452.99;452.99;452.98;452.99;7.28597
12.05.2016 03:00;ETHUSD;10.45;10.45;10.45;10.45;25
12.05.2016 03:00;BTCUSD;452.99;452.99;452.98;452.99;23.93104828
12.05.2016 04:00;ETHUSD;10.45;10.45;10.45;10.45;0
12.05.2016 04:00;BTCUSD;452.99;452.99;452.99;452.99;10.43198
12.05.2016 05:00;ETHUSD;10.45;10.45;10.45;10.45;0
12.05.2016 05:00;BTCUSD;452.99;452.99;450.01;450.01;96.87408
12.05.2016 06:00;ETHUSD;10.45;10.45;10.45;10.45;0
12.05.2016 06:00;BTCUSD;450.01;450.01;449.3;449.31;16.45448
12.05.2016 07:00;ETHUSD;10.45;10.45;10.45;10.45;0
12.05.2016 07:00;BTCUSD;449.31;449.31;449.31;449.31;1.187732325
12.05.2016 08:00;ETHUSD;10.45;10.45;10.45;10.45;47
12.05.2016 08:00;BTCUSD;449.31;449.31;449.31;449.31;1.11281743
12.05.2016 09:00;ETHUSD;10.45;10.45;10.45;10.45;38.43856
12.05.2016 09:00;BTCUSD;449.31;449.31;449.31;449.31;7.20880495
12.05.2016 10:00;ETHUSD;10.45;10.46;10;10.46;38.447
12.05.2016 10:00;BTCUSD;449.31;449.81;449.31;449.81;11.71646203
12.05.2016 11:00;ETHUSD;10.46;12;10.13;10.36;94.33459781
12.05.2016 11:00;BTCUSD;449.81;449.81;449.81;449.81;23.82602472
12.05.2016 12:00;ETHUSD;10.36;10.5;10.35;10.5;71.023653
12.05.2016 12:00;BTCUSD;449.81;450.77;449.81;450.77;64.90432409
12.05.2016 13:00;ETHUSD;10.5;10.7;9.92;10.7;339.153118
12.05.2016 13:00;BTCUSD;450.77;451.47;450.77;451.47;31.77860263
12.05.2016 14:00;ETHUSD;10.7;11.1;10.7;11.1;89.82494501
12.05.2016 14:00;BTCUSD;451.47;453.76;451.47;453.75;118.3452497
12.05.2016 15:00;ETHUSD;11.1;11.1;10.4;10.4;237.4854412
12.05.2016 15:00;BTCUSD;453.75;453.99;453.75;453.82;113.8424857
12.05.2016 16:00;ETHUSD;10.4;11.09;10.26;11.08;599.5282466
12.05.2016 16:00;BTCUSD;453.82;453.82;451.03;451.34;191.8094551
12.05.2016 17:00;ETHUSD;11.08;11.08;11.08;11.08;0
12.05.2016 17:00;BTCUSD;451.34;452.31;450.38;452.31;136.5209233
12.05.2016 18:00;ETHUSD;11.08;11.08;10.3;10.3;23.5
12.05.2016 18:00;BTCUSD;452.31;452.57;452.17;452.3;33.04885189
12.05.2016 19:00;ETHUSD;10.3;10.3;10.3;10.3;34.461165
12.05.2016 19:00;BTCUSD;452.3;452.78;452.09;452.78;108.5811777
12.05.2016 20:00;ETHUSD;10.3;10.3;10.3;10.3;0
12.05.2016 20:00;BTCUSD;452.78;452.98;452.42;452.42;17.48671378
12.05.2016 21:00;ETHUSD;10.3;10.42;10.2;10.4;223.1634676
12.05.2016 21:00;BTCUSD;452.42;453.73;452.42;453.6;47.98948017
12.05.2016 22:00;ETHUSD;10.4;10.4;10.4;10.4;48
12.05.2016 22:00;BTCUSD;453.6;453.99;453.6;453.99;19.38751452
12.05.2016 23:00;ETHUSD;10.4;10.4;10.2;10.2;9.909498
12.05.2016 23:00;BTCUSD;453.99;453.99;453.99;453.99;16.82370962
13.05.2016 00:00;ETHUSD;10.2;10.4;10.2;10.4;124.6944093
13.05.2016 00:00;BTCUSD;453.99;454.99;453.99;454.99;109.2967597
13.05.2016 01:00;ETHUSD;10.4;10.4;10.4;10.4;29.99750623
13.05.2016 01:00;BTCUSD;454.99;455.83;454.99;455.83;178.843525
13.05.2016 02:00;ETHUSD;10.4;10.4;10.4;10.4;12.05049782
13.05.2016 02:00;BTCUSD;455.83;455.83;455.79;455.79;8.020517094
13.05.2016 03:00;ETHUSD;10.4;10.4;10.4;10.4;0
13.05.2016 03:00;BTCUSD;455.79;455.79;455.79;455.79;0
13.05.2016 04:00;ETHUSD;10.4;10.42;10.4;10.42;137.2299745
13.05.2016 04:00;BTCUSD;455.79;455.79;455.78;455.79;18.80012107
13.05.2016 05:00;ETHUSD;10.42;10.42;10.42;10.42;0
13.05.2016 05:00;BTCUSD;455.79;455.79;455.79;455.79;3.437704309
13.05.2016 06:00;ETHUSD;10.42;10.44;10.2;10.2;41.651092
13.05.2016 06:00;BTCUSD;455.79;455.79;454.75;454.76;38.90807294
13.05.2016 07:00;ETHUSD;10.2;10.42;10.2;10.42;33.05464744
13.05.2016 07:00;BTCUSD;454.76;454.76;454.03;454.25;2.52141605
13.05.2016 08:00;ETHUSD;10.42;10.99;10.42;10.99;8.9
13.05.2016 08:00;BTCUSD;454.25;454.25;454.25;454.25;0
13.05.2016 09:00;ETHUSD;10.99;10.99;10.99;10.99;0
13.05.2016 09:00;BTCUSD;454.25;454.25;454.24;454.24;1.943470539
13.05.2016 10:00;ETHUSD;10.99;11.59;10.99;11.59;1.4
13.05.2016 10:00;BTCUSD;454.24;454.25;454.24;454.25;2.823573041
13.05.2016 11:00;ETHUSD;11.59;11.59;11.59;11.59;0
13.05.2016 11:00;BTCUSD;454.25;455.6;454.25;455.6;0.644213027
13.05.2016 12:00;ETHUSD;11.59;11.59;11.08;11.5;47.173043
13.05.2016 12:00;BTCUSD;455.6;455.6;454.96;455.2;31.29384873
13.05.2016 13:00;ETHUSD;11.5;11.5;10.75;11.5;40.55062402
13.05.2016 13:00;BTCUSD;455.2;455.7;455.2;455.5;34.58340617
13.05.2016 14:00;ETHUSD;11.5;11.5;11;11.03;303
13.05.2016 14:00;BTCUSD;455.5;455.99;454.95;455.4;91.09054629
13.05.2016 15:00;ETHUSD;11.03;11.03;10.5;10.5;345.6252553
13.05.2016 15:00;BTCUSD;455.4;457.08;455.4;456.4;143.0511255
13.05.2016 16:00;ETHUSD;10.5;10.5;10.5;10.5;0
13.05.2016 16:00;BTCUSD;456.4;457.5;456.4;457.3;51.15594772
13.05.2016 17:00;ETHUSD;10.5;10.5;10.21;10.49;123.832221
13.05.2016 17:00;BTCUSD;457.3;458;457.29;457.49;115.3966021
13.05.2016 18:00;ETHUSD;10.49;10.96;10.49;10.96;45
13.05.2016 18:00;BTCUSD;457.49;457.8;457.49;457.8;46.30865554
13.05.2016 19:00;ETHUSD;10.96;10.96;10.4;10.4;76.353308
13.05.2016 19:00;BTCUSD;457.8;457.81;457.57;457.58;128.6188069
13.05.2016 20:00;ETHUSD;10.4;10.4;10.4;10.4;172.45
13.05.2016 20:00;BTCUSD;457.58;457.58;457.57;457.58;104.5263295
13.05.2016 21:00;ETHUSD;10.4;10.98;10.4;10.59;97.097261
13.05.2016 21:00;BTCUSD;457.58;457.58;457.48;457.48;184.2801243
13.05.2016 22:00;ETHUSD;10.59;10.59;10.56;10.56;82.996
13.05.2016 22:00;BTCUSD;457.48;457.48;457.45;457.46;64.77723359
13.05.2016 23:00;ETHUSD;10.56;10.98;10.56;10.98;114.4280345
13.05.2016 23:00;BTCUSD;457.46;457.46;457.45;457.46;8.386061214
14.05.2016 00:00;ETHUSD;10.98;10.98;10.98;10.98;36.33902493
14.05.2016 00:00;BTCUSD;457.46;457.46;457.45;457.46;5.16551285
14.05.2016 01:00;ETHUSD;10.98;10.98;10.98;10.98;0
14.05.2016 01:00;BTCUSD;457.46;457.48;457.46;457.48;35.37098975
14.05.2016 02:00;ETHUSD;10.98;10.98;10.49;10.5;42.96259351
14.05.2016 02:00;BTCUSD;457.48;457.48;457.48;457.48;1.730933117
14.05.2016 03:00;ETHUSD;10.5;10.5;10.5;10.5;38
14.05.2016 03:00;BTCUSD;457.48;457.48;457.48;457.48;1.860421045
14.05.2016 04:00;ETHUSD;10.5;10.5;10.35;10.35;57.50029687
14.05.2016 04:00;BTCUSD;457.48;457.48;457.47;457.47;17.8454
14.05.2016 05:00;ETHUSD;10.35;10.35;10.35;10.35;0
14.05.2016 05:00;BTCUSD;457.47;457.48;457.47;457.47;1.57234379
14.05.2016 06:00;ETHUSD;10.35;10.35;10.35;10.35;0
14.05.2016 06:00;BTCUSD;457.47;457.48;457.47;457.48;1.0884
14.05.2016 07:00;ETHUSD;10.35;10.35;10.2;10.2;20
14.05.2016 07:00;BTCUSD;457.48;457.48;457.48;457.48;0
14.05.2016 08:00;ETHUSD;10.2;10.2;10.2;10.2;0
14.05.2016 08:00;BTCUSD;457.48;457.48;457.48;457.48;0
14.05.2016 09:00;ETHUSD;10.2;10.2;10.1;10.14;49.999704
14.05.2016 09:00;BTCUSD;457.48;457.48;457.48;457.48;0.0882
14.05.2016 10:00;ETHUSD;10.14;10.14;10.14;10.14;0
14.05.2016 10:00;BTCUSD;457.48;457.48;454.01;454.01;3.41
14.05.2016 11:00;ETHUSD;10.14;10.17;10.14;10.17;98
14.05.2016 11:00;BTCUSD;454.01;455.25;454.01;455.2;1.222698795
14.05.2016 12:00;ETHUSD;10.17;10.35;10.01;10.35;17.01190896
14.05.2016 12:00;BTCUSD;455.2;455.2;455.16;455.18;1.240662306
14.05.2016 13:00;ETHUSD;10.35;10.35;10.35;10.35;0
14.05.2016 13:00;BTCUSD;455.18;455.18;455.18;455.18;2.754305818
14.05.2016 14:00;ETHUSD;10.35;10.35;10.35;10.35;0
14.05.2016 14:00;BTCUSD;455.18;455.9;455.18;455.9;17.21314125
14.05.2016 15:00;ETHUSD;10.35;10.36;10.35;10.36;48.141891
14.05.2016 15:00;BTCUSD;455.9;456.13;455.76;456.11;30.41152257
14.05.2016 16:00;ETHUSD;10.36;10.36;10.29;10.29;2.33878762
14.05.2016 16:00;BTCUSD;456.11;456.98;455.78;456.98;22.20687099
14.05.2016 17:00;ETHUSD;10.29;10.38;10.29;10.38;32.39878138
14.05.2016 17:00;BTCUSD;456.98;456.98;456.4;456.42;3.393828945
14.05.2016 18:00;ETHUSD;10.38;10.48;10.38;10.48;54.72712436
14.05.2016 18:00;BTCUSD;456.42;456.99;456.41;456.98;10.96615807
14.05.2016 19:00;ETHUSD;10.48;10.48;10.46;10.46;47.68194237
14.05.2016 19:00;BTCUSD;456.98;456.99;456.98;456.99;1.12353926
14.05.2016 20:00;ETHUSD;10.46;10.46;10.46;10.46;0
14.05.2016 20:00;BTCUSD;456.99;456.99;456.9;456.98;82.91933173
14.05.2016 21:00;ETHUSD;10.46;10.46;10.46;10.46;18
14.05.2016 21:00;BTCUSD;456.98;456.99;456.67;456.74;20.7188935
14.05.2016 22:00;ETHUSD;10.46;10.47;10.25;10.25;39.67565564
14.05.2016 22:00;BTCUSD;456.74;456.74;456.67;456.74;5.529088703
14.05.2016 23:00;ETHUSD;10.25;10.25;10.25;10.25;0
14.05.2016 23:00;BTCUSD;456.74;456.74;456.67;456.74;3.362454684
15.05.2016 00:00;ETHUSD;10.25;10.47;10.25;10.47;47
15.05.2016 00:00;BTCUSD;456.74;456.74;456.74;456.74;8.396339336
15.05.2016 01:00;ETHUSD;10.47;10.47;10.47;10.47;0
15.05.2016 01:00;BTCUSD;456.74;456.89;456.74;456.89;3.960099662
15.05.2016 02:00;ETHUSD;10.47;10.58;10.47;10.58;388.1095629
15.05.2016 02:00;BTCUSD;456.89;456.89;456.87;456.89;2.29644
15.05.2016 03:00;ETHUSD;10.58;10.58;10.57;10.57;9.995
15.05.2016 03:00;BTCUSD;456.89;456.98;456.72;456.74;35.56890882
15.05.2016 04:00;ETHUSD;10.57;10.59;10.57;10.57;166.995
15.05.2016 04:00;BTCUSD;456.74;456.88;456.74;456.88;2.196523452
15.05.2016 05:00;ETHUSD;10.57;10.58;10.57;10.57;0.12
15.05.2016 05:00;BTCUSD;456.88;456.88;456.87;456.87;0.91503
15.05.2016 06:00;ETHUSD;10.57;10.59;10.57;10.59;50.295
15.05.2016 06:00;BTCUSD;456.87;456.88;456.8;456.88;4.24732
15.05.2016 07:00;ETHUSD;10.59;10.59;10.57;10.59;82.891317
15.05.2016 07:00;BTCUSD;456.88;456.88;456.8;456.88;1.07659
15.05.2016 08:00;ETHUSD;10.59;10.59;10.21;10.59;29.65
15.05.2016 08:00;BTCUSD;456.88;456.88;456.79;456.79;2.14815
15.05.2016 09:00;ETHUSD;10.59;10.59;10.11;10.14;195.7606584
15.05.2016 09:00;BTCUSD;456.79;456.79;456.36;456.36;1.56974756
15.05.2016 10:00;ETHUSD;10.14;10.14;10.14;10.14;0
15.05.2016 10:00;BTCUSD;456.36;456.65;456.36;456.65;6.31218574
15.05.2016 11:00;ETHUSD;10.14;10.14;10.14;10.14;0
15.05.2016 11:00;BTCUSD;456.65;456.65;456.65;456.65;1.21
15.05.2016 12:00;ETHUSD;10.14;10.14;10.14;10.14;0
15.05.2016 12:00;BTCUSD;456.65;456.88;456.65;456.88;1.316831734
15.05.2016 13:00;ETHUSD;10.14;10.14;10.14;10.14;0
15.05.2016 13:00;BTCUSD;456.88;456.88;456.87;456.88;4.34702
15.05.2016 14:00;ETHUSD;10.14;10.14;10.14;10.14;0
15.05.2016 14:00;BTCUSD;456.88;456.88;456.88;456.88;2.574590143
15.05.2016 15:00;ETHUSD;10.14;10.14;10.14;10.14;0
15.05.2016 15:00;BTCUSD;456.88;456.88;456.88;456.88;2.555540143
15.05.2016 16:00;ETHUSD;10.14;10.59;10.14;10.59;87
15.05.2016 16:00;BTCUSD;456.88;456.89;456.88;456.89;12.01355676
15.05.2016 17:00;ETHUSD;10.59;10.59;10.59;10.59;0
15.05.2016 17:00;BTCUSD;456.89;456.99;456.89;456.99;94.26422585
15.05.2016 18:00;ETHUSD;10.59;10.59;10.09;10.09;326.32
15.05.2016 18:00;BTCUSD;456.99;456.99;456.99;456.99;4.489457757
15.05.2016 19:00;ETHUSD;10.09;10.09;10.09;10.09;0
15.05.2016 19:00;BTCUSD;456.99;456.99;456.99;456.99;3.89408
15.05.2016 20:00;ETHUSD;10.09;10.09;10.06;10.06;49.5
15.05.2016 20:00;BTCUSD;456.99;457.55;456.98;457.55;14.11518765
15.05.2016 21:00;ETHUSD;10.06;10.06;10.06;10.06;0
15.05.2016 21:00;BTCUSD;457.55;457.86;457.55;457.86;7.31102
15.05.2016 22:00;ETHUSD;10.06;10.06;10.06;10.06;0
15.05.2016 22:00;BTCUSD;457.86;457.99;457.86;457.99;5.826769838
15.05.2016 23:00;ETHUSD;10.06;10.06;10.06;10.06;0
15.05.2016 23:00;BTCUSD;457.99;457.99;457.99;457.99;6.41741
16.05.2016 00:00;ETHUSD;10.06;10.06;10.06;10.06;0
16.05.2016 00:00;BTCUSD;457.99;457.99;457.98;457.99;73.90604
16.05.2016 01:00;ETHUSD;10.06;10.06;10.06;10.06;0
16.05.2016 01:00;BTCUSD;457.99;457.99;457.99;457.99;2.57269
16.05.2016 02:00;ETHUSD;10.06;10.06;10.06;10.06;0
16.05.2016 02:00;BTCUSD;457.99;457.99;457.98;457.99;4.989214383
16.05.2016 03:00;ETHUSD;10.06;10.06;10.06;10.06;0
16.05.2016 03:00;BTCUSD;457.99;457.99;457.99;457.99;4.81676
16.05.2016 04:00;ETHUSD;10.06;10.06;10.06;10.06;0
16.05.2016 04:00;BTCUSD;457.99;457.99;457.72;457.88;40.91764515
16.05.2016 05:00;ETHUSD;10.06;10.29;10.06;10.27;68.842266
16.05.2016 05:00;BTCUSD;457.88;457.88;456.88;456.88;19.63657833
16.05.2016 06:00;ETHUSD;10.27;10.27;10.27;10.27;0
16.05.2016 06:00;BTCUSD;456.88;456.88;456.87;456.87;2.41691
16.05.2016 07:00;ETHUSD;10.27;10.27;10.27;10.27;0
16.05.2016 07:00;BTCUSD;456.87;456.87;456.85;456.85;1.29348
16.05.2016 08:00;ETHUSD;10.27;10.27;10.27;10.27;0
16.05.2016 08:00;BTCUSD;456.85;456.85;456.85;456.85;0
16.05.2016 09:00;ETHUSD;10.27;10.27;10.27;10.27;0
16.05.2016 09:00;BTCUSD;456.85;456.85;456.85;456.85;0
16.05.2016 10:00;ETHUSD;10.27;10.27;10.27;10.27;0
16.05.2016 10:00;BTCUSD;456.85;456.85;456.84;456.84;8.127341828
16.05.2016 11:00;ETHUSD;10.27;10.27;10.27;10.27;0
16.05.2016 11:00;BTCUSD;456.84;456.85;456.84;456.85;3.672701047
16.05.2016 12:00;ETHUSD;10.27;10.27;10.19;10.19;102
16.05.2016 12:00;BTCUSD;456.85;456.85;456.84;456.85;17.05945388
16.05.2016 13:00;ETHUSD;10.19;10.25;10.19;10.25;153.2
16.05.2016 13:00;BTCUSD;456.85;456.85;456.84;456.85;45.25822776
16.05.2016 14:00;ETHUSD;10.25;10.39;10.25;10.37;229.5236332
16.05.2016 14:00;BTCUSD;456.85;457.22;456.85;457.22;52.68296069
16.05.2016 15:00;ETHUSD;10.37;10.99;10.37;10.99;918.213942
16.05.2016 15:00;BTCUSD;457.22;458;457.22;457.99;148.839129
16.05.2016 16:00;ETHUSD;10.99;11.32;10.99;11.32;120
16.05.2016 16:00;BTCUSD;457.99;458.67;457.55;457.98;246.4647589
16.05.2016 17:00;ETHUSD;11.32;11.32;10.88;10.88;226.0257
16.05.2016 17:00;BTCUSD;457.98;457.99;457.61;457.75;89.4285635
16.05.2016 18:00;ETHUSD;10.88;11.18;10.88;11.15;261.3857954
16.05.2016 18:00;BTCUSD;457.75;457.75;457.47;457.48;142.7890975
16.05.2016 19:00;ETHUSD;11.15;11.2;11.09;11.09;119.429447
16.05.2016 19:00;BTCUSD;457.48;457.48;452.54;452.55;147.1970998
16.05.2016 20:00;ETHUSD;11.09;11.34;11.09;11.28;217.5102876
16.05.2016 20:00;BTCUSD;452.55;453.08;452.55;453.08;46.71400616
16.05.2016 21:00;ETHUSD;11.28;11.41;11.28;11.41;387.793143
16.05.2016 21:00;BTCUSD;453.08;453.4;453.08;453.4;29.48335037
16.05.2016 22:00;ETHUSD;11.41;11.41;11.36;11.37;542
16.05.2016 22:00;BTCUSD;453.4;453.63;453.4;453.62;16.16053372
16.05.2016 23:00;ETHUSD;11.37;11.37;11.37;11.37;0
16.05.2016 23:00;BTCUSD;453.62;454.77;453.62;454.43;59.40902058
17.05.2016 00:00;ETHUSD;11.37;11.37;11.32;11.37;131.9843603
17.05.2016 00:00;BTCUSD;454.43;454.43;453.98;453.99;2.20699436
17.05.2016 01:00;ETHUSD;11.37;11.37;11.33;11.33;88.118925
17.05.2016 01:00;BTCUSD;453.99;453.99;453.99;453.99;6.78967584
17.05.2016 02:00;ETHUSD;11.33;11.33;11.33;11.33;45.02057521
